Tweet,Sentiment,Sentiment_Expression
يارب فتره و تعدي يارب فتره و تعدي يارب فتره و تعدي يارب فتره و تعدي يارب فتره و تعدي يارب فتره و تعدي يارب فتره و ت… https://t.co/tCkRZrYoZh,very_negative,implicit
"@Ahmar_LBCI @Malekmaktabi اسلوب مالك كيف عم يخلي تيا تحكي عن وجعا بوعي وتقبلها للظروف اكبر من عمرا، شي مؤثر الله لا يفرق حدا 👍 #نجمتي_أنا",positive,explicit
"ياربّ، أنت أكبر من الحظ، أكبر من هذا التعجيز، أكبر من هذا التعقيد، وأكبر من هذه البعثرة، عليك توكّلت وأنت خيرُ وكيل",positive,explicit
"علم من أسماء الموقوفين في السعودية حتى الآن: الوليد بن طلال، متعب بن عبدالله، تركي بن عبدالله، تركي بن ناصر، الوليد البراهيم (يتبع)",neutral,none
@AF_RMD مدون؟ من وين لوين لولا الفيسبوك مين سمع فيه بعض النظر شي غليظ لو كان منيح ما بيتعامل مع سوريين تانيين بهل الاسفاف,negative,explicit
@RTarabic امريكا والسعودية ترى ان ايران وحلفائها اصبحو اكثر قوة بعد فشل سيناريو داعش الذي دعمتهة وتريد سيناريو اخر يحدد تمددايران,negative,explicit
@3matjr السلام عليكم ورحمة الله وبركاته حبيت استفسر عن موقع wish هل هو موثوق ؟ وطريقة الشحن كيف ؟ وشكراً جزيلاً مقدماً,neutral,none
"وظيفه بن جليغم بالقريه : يفرح للمتسابقين ويبارك لهم بزياره اهاليهم ، يلاعب بزارينهم متى تفرحونه ياخي ؟ ترا اهله عن… https://t.co/74FA8kVDuS",negative,explicit
الاتحاد يتجه لنية زيادة مسابقة الدوري لـ36 فريق باضافة صلاح الدين الرمادي ميسان الرمادي الكوت ديالى كركوك بابل و ال… https://t.co/8OCtX6Xhki,positive,explicit
سمو الأمير الحسن بن طلال خلال مشاركته اليوم في ورشة تدريب المدربين حول #المواطنة_الحاضنة_للتنوع: لم آت لأخاطبكم كشب… https://t.co/qIceG5Lqln,neutral,none
بشكل مفاجئ.. جيش الاحتلال يعلن عن نيته تنفيذ مناورات عسكرية في محيط قطاع #غزة بدءا من يوم غد الأحد وحتى الأربعاء https://t.co/MzGXsZn8UK,negative,explicit
@AzadCemkari اذا انتة مامهزوم اطلع من امام مجلس النواب الكردي في اربيل وصرح ومول ها انا من امام مجلس النواب في اربي… https://t.co/CWEh8zZFEP,negative,explicit
عارف احساس انك ساحل نفسك فى مجهود مش طبيعي عشان تبسط حد وتريحه وتفهمه حتى لو بيجي عليك كتير وفى الاخر يطلع بلح وبيد… https://t.co/6WrskNbJ2D,very_negative,implicit
مرة أخرى نناديكم💕 #بناتنا في #تبوك #الخير_فيكم 🌟و حنا هنا #ننتظركم لأننا نقدّر مشاركتكن و نطمح أن تكبر دائرة… https://t.co/9D1mYxh1DP,positive,explicit
""". من أتقن الصبر لن تكسره الحياة. ومن عرف قيمة الحب . تهون عليه التضحيات.. . ومن تقاسم السعادة مع الأخرين… https://t.co/zbSR6FMQDw",positive,explicit
عندما يكون النفاق وسام فأعلم هناك المئات من الفاشلين والحاقدين واصحاب الوجهين سيتنافسون على المركز الاول خاصة وبجدا… https://t.co/J41UGF9vdA,very_negative,explicit
السعودية على صفيح الهيب الساخن المتفجر بين قواسين . اوأدني من داخلها وخارجها ستدفع ثمن ارهابها بأيدها وكل الذي يحصل هوي المقدمة والأتي اعظم,very_negative,explicit
نعيش في زوبعة وطنية ودوامة لا يمكن معرفة نهايتها والأهم أنه أصبح تعيين وتشكيل الحكومة فرار يؤخذ من الخارج ويفرض على لبنان ورئيسه,very_negative,explicit
الرئيس #عون اتصل بامير ​#الكويت​ واتفقا على تأجيل الزيارة الرسمية التي كان من المقرر ان يقوم بها الى الكويت غدا الى وقت لاحق,neutral,none
اتباع الأصول يقي المجهول وعدمها انتحار نواة ضياع ألمت بِنَا بالاتباع لنهج نظنه دواء وهو فالأفق داءً حمى الله لبنان وشعبه من الضياع,negative,implicit
خبر عاجل . نجيب ميقاتي بعت طقمو على المصبغة. جبران باسيل يعلن اسلامه بعد شغور منصب رئاسة الوزراء. قصر قريطم.للبيع المراجعه ابو مهدي حي اللجا #,neutral,none
@turki_tata آه و الله بس برضو لازم نتفاءل المسلسل لسه ببدايته! أكيييييد رح يتحسن الوضع مع الوقت و يصير بالمراكز الأولى 😎,positive,explicit
لن يُدافع عن النادي سِوى الجمهور ... - التاق مرفوع منذُ ساعات و لا زال مرفوع !. - 💚.. #كاس_العالم_حيوحشنا,positive,explicit
#الملك_يحارب_الفساد بلا هذا الغباء والهبل يريد سلمان وولى عهده ان يعتقلوا كل معارض او معترض في حجة الفساد يقضى على كل معارضة,very_negative,explicit
#حسن_نصر_الله دائماً يتحدث بهدوء وتعقل فيما يخص الوضع في #لبنان رغم أنه أقوى لاعب بين التشكيلة السياسية في لبنان.. إحذروا الحليم إذا غضب !!,positive,explicit
"سفير فلسطين في القاهرة دياب اللوح : تقدمنا بطلب للسلطات المصرية وقيادتها برئاسة"" عبد الفتاح السيسي لتمديد العمل في… https://t.co/x2rMA2Soat",neutral,none
"اللهم اخرج حب المعاصي من قلبي ، فكلما تبت عُدت ، و كلما ندمت كررت ، و كلما عاهدتك نقضت ، ربي اهدني و ردني إليك ردًا جميلًا .. ❤",positive,explicit
@i_Moh7Rma مزبوط بس اغلط قتاله . وانا شوفة فيديو الو حارس فدائي كثير . واذا بجي بكون كويس . بس انا حاب دي خيا 😭 😭,very_positive,explicit
كم سيدوم شلل السلطة التنفيذية وعون يرفض البت بإستقالة الحريري قبل عودته التي هي الأخيرة تبدو بعيدة نسبة لطاقة البلد على تحمل هذا الشلل؟,very_negative,explicit
"كلف الملك سلمان بن عبدالعزيز ملك السعودية، الدبلوماسي عبدالعزيز بن خالد الشمروخي الشمري ""ضابط رفيع المستوى برتبة عميد ركن""، سفيراً في العراق",neutral,none
حسن خليل: كل من يتحدث عن الاجراءات الضريبية شارك بزيادة الانفاق ولا يزايدن احد في هذا الموضوع وخدمة الدين بسنة واحدة زادت ٧٦٠ مليار,negative,explicit
الذي قلبه فعلاً على البلد كان عليه عدم اقحام نفسه بحروب المنطقة وعدم رمي لبنان خلافاً لمصالح شعبه في حضن التطبيع مع… https://t.co/PDAAhT2ZZ6,very_negative,explicit
سي إن بي سي: معظم السندات الدولارية #السعودية واصلت هبوطها والأسواق تتجه إلى البيع في ظل مخاوف بشأن التأثير المحتمل على الاقتصاد والمجتمع,negative,explicit
"""ﻋﻨﺪﻣﺎ ﻳﺘﺤﺪﺙ ﺍﻟﻨﺎﺱ ﻋﻨﻚ ﺑﺴﻮﺀ ، ﻭأﻧﺖ ﺗﻌﻠﻢ إﻧﻚ ﻟﻢ ﺗﺨﻄﻲﺀ ﻓﻲ ﺣﻖ ﺃﺣﺪ ﻣﻨﻬﻢ ﺗﺬﻛﺮ ﺃﻥ ﺗﺤﻤﺪ الله ﺍﻟﺬﻱ أﺷﻐﻠﻬﻢ ﺑﻚ ﻭ ﻟﻢ ﻳﺸﻐﻠﻚ ﺑﻬﻢ !""",positive,explicit
#جعجع: لا مؤشرات لدي لأي ضربة عسكرية ضد #حزب_الله وفي النهاية مشكلة حزب الله مشكلتنا نحن كلبنانيين لأننا لا نستطيع… https://t.co/TbUWuYtFCL,neutral,none
قيل لأحد الصالحين ما الأخبار ؟ فقال الأخبار (إن الأبرار لفي نعيم وإن الفجار لفي جحيم )نسأل الله أن ينزلنا وإياكم منازل الأبرار,positive,explicit
@DRSAMIRGEAGEA معلومات عن تراجع #حزب_الله عن سلوكياته واعلانه الانسحاب من كل أزمات المنطقة التي يشارك فيها بعد سماعه بكلام جعجع ... 🙆‍♂️,negative,implicit
@ABDLQADERALNAEL @IraqSurveys و الله يبن نايل لو تروح إطم عارك أشرف ما باقي تنبح بتويتر لأن إنته مخنث و بغلاة الزلم ما تسوه بصلايه.,very_negative,explicit
@bin_digil وهذا ما اقصده كل من جرب احتلال الصومال خسر لكن يمكن مساعدة اهل الصومال لاسترداد وطنهم من العصابات وكذلك… https://t.co/gugb5hNsOv,positive,explicit
في نظام الخدمة المدنية انت مسجل موظف حكومي(معلم)بالنظام ولايحق لك التقدم ع اي وظيفه حكومية والتعليم ثلاث سنين رافضين يسقطون اسمك #يعتبر_فساد,negative,explicit
